"bin_uri","classification","sampleId","sequences"
"BOLD:AAA0559","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Lamprosema;s__Lamprosema BioLep331","BIOLOT#39883",10
"BOLD:AAA0559","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Lamprosema;s__Lamprosema BioLep331","BLANKDNA_CTRL",2
"BOLD:AAA0559","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Lamprosema;s__Lamprosema BioLep331","BLANKPCR_CTRL",3
"BOLD:AAA0559","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__lepJanzen01, spiloBioAlfa01, Lamprosema;s__Lamprosema BioLep331, spiloBioAlfa01 BioAlfa225, Lamprosema sp. 8ZYCRL, lepJanzen01 Janzen01","BIOLOT#39880",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39869",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39870",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39871",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39872",302
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39876",3
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39877",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39878",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39881",1
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BIOLOT#39883",5
"BOLD:AAA0561","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Pantographa;s__Pantographa expansalisDHJ01","BLANKDNA_CTRL",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39864",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39870",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39872",163
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39873",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39876",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39877",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39878",1
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BIOLOT#39880",215
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BLANKDNA_CTRL",2
"BOLD:AAA0620","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Incarcha;s__Incarcha aporalisDHJ01","BLANKPCR_CTRL",2
"BOLD:AAA0632","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Pyrinia;s__Pyrinia itunaria","BIOLOT#39865",1
"BOLD:AAA0644","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Depressariidae;g__elachBioLep01, gelBioLep01;s__elachBioLep01 BioLep464, gelBioLep01 BioLep0644","BIOLOT#39867",4
"BOLD:AAA0661","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Herbita;s__Herbita lilacina","BIOLOT#39864",1
"BOLD:AAA0661","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Herbita;s__Herbita lilacina","BIOLOT#39868",100
"BOLD:AAA0661","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Herbita;s__Herbita lilacina","BLANKPCR_CTRL",1
"BOLD:AAA0677","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Tricentra;s__Tricentra Sullivan0677","BIOLOT#39864",6
"BOLD:AAA0677","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Tricentra;s__Tricentra Sullivan0677","BIOLOT#39880",25
"BOLD:AAA0677","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Tricentra;s__Tricentra Sullivan0677","BIOLOT#39882",11
"BOLD:AAA0781","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Orsa;s__Orsa erythrospilaDHJ01","BIOLOT#39866",1
"BOLD:AAA0781","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Orsa;s__Orsa erythrospilaDHJ01","BIOLOT#39878",199
"BOLD:AAA0781","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Orsa;s__Orsa erythrospilaDHJ01","BIOLOT#39881",1
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Oospila, lepJanzen01, Synchlora, Lissochlora, gelechioidBioAlfa01;s__Synchlora gerulariaDHJ01, Synchlora gerulariaDHJ02, Lissochlora AH03Ve, gelechioidBioAlfa01 BioAlfa307, Synchlora gerulariaAH01Pe, Synchlora gerulariaAH01PeBo, lepJanzen01 Janzen01, Synchlora gerularia, Oospila ecuadorata group, Synchlora gerulariaAH02Pe, Synchlora cf. gerularia","BIOLOT#39870",2
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Oospila, lepJanzen01, Synchlora, Lissochlora, gelechioidBioAlfa01;s__Synchlora gerulariaDHJ01, Synchlora gerulariaDHJ02, Lissochlora AH03Ve, gelechioidBioAlfa01 BioAlfa307, Synchlora gerulariaAH01Pe, Synchlora gerulariaAH01PeBo, lepJanzen01 Janzen01, Synchlora gerularia, Oospila ecuadorata group, Synchlora gerulariaAH02Pe, Synchlora cf. gerularia","BIOLOT#39875",1
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39864",2
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39865",153
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39866",8
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39867",99
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39868",110
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39869",3
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39870",150
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39871",89
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39872",50
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39873",47
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39874",1
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39875",116
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39876",60
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39877",68
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39878",262
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39879",2
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39880",202
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39881",6
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BIOLOT#39883",60
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BLANKDNA_CTRL",4
"BOLD:AAA0783","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Synchlora;s__Synchlora gerularia","BLANKPCR_CTRL",2
"BOLD:AAA0818","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Idaea;s__Idaea muscifasciata","BIOLOT#39864",66
"BOLD:AAA0818","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Idaea;s__Idaea muscifasciata","BIOLOT#39872",43
"BOLD:AAA0818","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Idaea;s__Idaea muscifasciata","BIOLOT#39882",1
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39864",3
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39865",41
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39866",441
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39867",1
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39868",3
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39869",26
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39871",1
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39872",1
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39873",1
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39875",2
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39876",75
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39877",23
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39878",1
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39879",2
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39880",7
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39882",305
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BIOLOT#39883",2
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BLANKDNA_CTRL",5
"BOLD:AAA0872","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Hemipterodes;s__Hemipterodes rotundata","BLANKPCR_CTRL",1
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39865",29
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39866",2
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39868",100
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39870",4
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39871",44
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39872",8
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39873",6
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39875",86
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39877",2
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39878",18
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39880",1
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39881",21
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39882",50
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BIOLOT#39883",1
"BOLD:AAA0883","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelechioidBioAlfa01, lepJanzen01, Thiotricha;s__Thiotricha BioLep375, lepJanzen01 Janzen01, gelechioidBioAlfa01 BioAlfa316, gelechioidBioAlfa01 BioAlfa314, gelechioidBioAlfa01 BioAlfa315","BLANKPCR_CTRL",1
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixa, Stenoma melanixaEPR01, Stenoma melanixaEPR03, Stenoma melanixaEPR04, Stenoma melanixaEPR05","BIOLOT#39864",1
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixa, Stenoma melanixaEPR01, Stenoma melanixaEPR03, Stenoma melanixaEPR04, Stenoma melanixaEPR05","BIOLOT#39869",1
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixa, Stenoma melanixaEPR01, Stenoma melanixaEPR03, Stenoma melanixaEPR04, Stenoma melanixaEPR05","BIOLOT#39871",35
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixa, Stenoma melanixaEPR01, Stenoma melanixaEPR03, Stenoma melanixaEPR04, Stenoma melanixaEPR05","BIOLOT#39881",1
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixa, Stenoma melanixaEPR01, Stenoma melanixaEPR03, Stenoma melanixaEPR04, Stenoma melanixaEPR05","BIOLOT#39882",1
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39864",5
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39865",8
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39866",8
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39867",2
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39868",5
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39869",9
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39870",857
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39871",2224
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39872",12
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39873",10
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39874",539
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39875",5
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39876",10
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39877",8
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39878",7
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39879",9
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39880",5
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39881",10
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39882",7
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BIOLOT#39883",7
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BLANKDNA_CTRL",4
"BOLD:AAA0889","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma melanixaEPR01","BLANKPCR_CTRL",9
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39865",47
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39868",1
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39870",27
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39872",12
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39873",1
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39876",1
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39878",38
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39882",2
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BIOLOT#39883",58
"BOLD:AAA0895","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Talara;s__Talara sp. 3YB","BLANKPCR_CTRL",2
